,Sell_price,Date_of_sale,Type,sqm_price,Rooms,m2,Building_year,building_address,location,latitude,longitude
9228,354500,1997-06-13, Ejerlejlighed ,7235,2,49,1937,Nattergalevej 72 København NV,,,
9229,1085000,1997-06-13, Ejerlejlighed ,13072,3,83,1990,Kildevældsgade 83A København Ø,"83A, Kildevældsgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.713937,12.569426
9230,3200000,2007-04-19, Ejerlejlighed ,38554,3,83,1990,Kildevældsgade 83A København Ø,"83A, Kildevældsgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.713937,12.569426
9231,1360000,2003-04-12, Ejerlejlighed ,19429,2,70,1990,Kildevældsgade 83A København Ø,"83A, Kildevældsgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.713937,12.569426
9232,1134000,1997-06-13, Ejerlejlighed ,9692,4,82,1908,Puggaardsgade 10 København V,"10, Puggaardsgade, Kødbyen, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1573, Danmark",55.671602,12.574052
9233,1742500,2002-12-30, Ejerlejlighed ,13004,5,134,1908,Puggaardsgade 10 København V,"10, Puggaardsgade, Kødbyen, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1573, Danmark",55.671602,12.574052
9234,464645,1997-06-14, Ejerlejlighed ,8767,2,53,1903,Ægirsgade 17 København N,"17, Ægirsgade, Dagmargade Mimersgade Jagtvej Bragesgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.698391,12.545001
9235,1809181,2006-06-06, Ejerlejlighed ,30664,2,59,1903,Ægirsgade 17 København N,"17, Ægirsgade, Dagmargade Mimersgade Jagtvej Bragesgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.698391,12.545001
9236,1450000,1997-06-15, Rækkehus ,10662,5,136,1893,Niels W. Gades Gade 10 København Ø,"10, Niels W. Gades Gade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.713692,12.57461
9237,1399000,1997-06-16, Ejerlejlighed ,13716,4,102,1925,Jens Kofods Gade 4 København K,"4, Jens Kofods Gade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1268, Danmark",55.688794,12.590438
9238,2549980,1997-06-17, Villa ,11435,6,223,1942,Rostrupsvej 4 Frederiksberg,"4, Rostrupsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.686748,12.513182
9239,1713460,1997-06-18, Rækkehus ,12599,5,136,1895,H.C. Lumbyes Gade 9 København Ø,"9, H.C. Lumbyes Gade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.713547,12.572957
9240,240000,1997-06-18, Villa ,2759,4,87,1958,Bregnegangen 31 København S,"31, Bregnegangen, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.64677800000001,12.595702
9241,1000000,1997-06-18, Ejerlejlighed ,10753,3,93,1980,Carit Etlars Vej 15 Frederiksberg C,"15, Carit Etlars Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1814, Danmark",55.671573,12.541819
9242,1850000,2001-06-03, Ejerlejlighed ,20787,3,89,1980,Carit Etlars Vej 15 Frederiksberg C,"15, Carit Etlars Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1814, Danmark",55.671573,12.541819
9243,1394000,2001-07-12, Ejerlejlighed ,20806,2,67,1980,Carit Etlars Vej 15 Frederiksberg C,"15, Carit Etlars Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1814, Danmark",55.671573,12.541819
9244,1850000,2001-03-16, Ejerlejlighed ,19892,3,93,1980,Carit Etlars Vej 15 Frederiksberg C,"15, Carit Etlars Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1814, Danmark",55.671573,12.541819
9245,1100000,1997-06-18, Ejerlejlighed ,11111,4,99,1883,Gothersgade 93 København K,"93, Gothersgade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1123, Danmark",55.683466,12.577321
9246,1201000,1999-06-23, Ejerlejlighed ,16230,3,74,1883,Gothersgade 93 København K,"93, Gothersgade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1123, Danmark",55.683466,12.577321
9247,840000,1997-06-19, Ejerlejlighed ,8400,4,100,1934,Søndre Fasanvej 56 Frederiksberg,"Søndre Fasanvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.6765827,12.5201992
9248,810000,1997-06-20, Ejerlejlighed ,10658,4,76,1883,Gothersgade 95 København K,"95, Gothersgade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1123, Danmark",55.683516,12.577139
9249,1350060,1997-05-06, Ejerlejlighed ,10228,4,132,1883,Gothersgade 95 København K,"95, Gothersgade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1123, Danmark",55.683516,12.577139
9250,533957,1997-06-21, Ejerlejlighed ,9708,2,55,1936,Mariendalsvej 11 Frederiksberg,"11, Mariendalsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.688378,12.539024
9251,329000,1995-11-13, Ejerlejlighed ,5672,1,58,1936,Mariendalsvej 11 Frederiksberg,"11, Mariendalsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.688378,12.539024
9252,337240,1997-06-22, Ejerlejlighed ,6745,1,50,1895,Peter Fabers Gade 41 København N,"41, Peter Fabers Gade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.69182900000001,12.55638
9253,1062500,2007-01-14, Ejerlejlighed ,20833,2,51,1895,Peter Fabers Gade 41 København N,"41, Peter Fabers Gade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.69182900000001,12.55638
9254,695000,1997-06-23, Villa ,5516,4,126,1930,Sundbyvestervej 113 København S,"113, Sundbyvestervej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.64573000000001,12.594195
9255,731440,1997-06-24, Ejerlejlighed ,10159,2,72,1974,Drejøgade 26A København Ø,"26A, Drejøgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.710787,12.572402
9256,329470,1997-03-04, Ejerlejlighed ,8670,1,38,1974,Drejøgade 26A København Ø,"26A, Drejøgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.710787,12.572402
9257,470000,1999-08-10, Ejerlejlighed ,12368,1,38,1974,Drejøgade 26A København Ø,"26A, Drejøgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.710787,12.572402
9258,810000,2002-06-21, Ejerlejlighed ,15577,2,52,1935,Svanevej 13 København NV,,,
9259,893000,2007-02-12, Ejerlejlighed ,17173,2,52,1935,Svanevej 13 København NV,,,
9260,787292,2004-09-06, Ejerlejlighed ,21278,1,37,1935,Svanevej 13 København NV,,,
9261,450000,2002-06-23, Villa ,5625,3,80,1960,Hf. Engly 10 København S,,,
9262,660000,2002-06-23, Villa ,5323,4,124,2014,Slusevej 113 København S,"113, Slusevej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.62903000000001,12.584652
9263,2775000,2002-06-24, Villa ,21346,5,130,1953,Ved Vigen 28 København NV,,,
9264,735000,2002-06-24, Ejerlejlighed ,6229,4,118,1866,Peblinge Dossering 32 København N,"32, Peblinge Dossering, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.68478199999999,12.559817
9265,1099000,2002-06-24, Ejerlejlighed ,21980,2,50,1877,Sønder Boulevard 18 København V,"18, Sønder Boulevard, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1720, Danmark",55.668242000000006,12.555626
9266,1750000,2007-03-15, Ejerlejlighed ,35000,2,50,1877,Sønder Boulevard 18 København V,"18, Sønder Boulevard, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1720, Danmark",55.668242000000006,12.555626
9267,850000,2002-06-24, Ejerlejlighed ,16346,2,52,1914,Cumberlandsgade 6 København S,"6, Cumberlandsgade, Margretheholm, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.66732800000001,12.61555
9268,1275000,2007-07-17, Ejerlejlighed ,24519,2,52,1914,Cumberlandsgade 6 København S,"6, Cumberlandsgade, Margretheholm, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.66732800000001,12.61555
9269,1425000,2002-06-25, Ejerlejlighed ,14250,4,100,1915,Under Elmene 10 København S,"10, Under Elmene, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.664884,12.597571
9270,2520000,2007-08-21, Ejerlejlighed ,25200,4,100,1915,Under Elmene 10 København S,"10, Under Elmene, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.664884,12.597571
9271,210000,2002-06-25, Villa ,2165,5,97,1998,Hf. Frederikshøj 261 København SV,,,
9272,2550000,2002-06-26, Villa ,15179,6,168,1936,Hyrdevangen 71 København NV,,,
9273,2121000,2002-06-26, Villa ,15596,5,136,1933,Japanvej 4 København S,"4, Japanvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.65113100000001,12.626547
9274,3080000,2002-06-27, Rækkehus ,22319,6,138,1901,Berggreensgade 36 København Ø,"36, Berggreensgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.71544300000001,12.574041
9275,1350000,2002-06-29, Villa ,18243,3,74,1940,Birmavej 52 København S,"52, Birmavej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.646362,12.632126
9276,1025000,2002-07-01, Ejerlejlighed ,17373,2,59,1931,Prags Boulevard 46 København S,"46, Prags Boulevard, Margretheholm, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.666921,12.611465
9277,2387000,2006-08-11, Ejerlejlighed ,30603,3,78,1931,Prags Boulevard 46 København S,"46, Prags Boulevard, Margretheholm, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.666921,12.611465
9278,1017000,2002-03-27, Ejerlejlighed ,17534,2,58,1931,Prags Boulevard 46 København S,"46, Prags Boulevard, Margretheholm, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.666921,12.611465
9279,4300000,2002-07-02, Villa ,28289,5,152,1916,Solsortvej 57 Frederiksberg,"57, Solsortvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.692098,12.524085
9280,1718100,2002-07-02, Villa ,11609,4,148,1969,Kornskyldvej 104 København S,"104, Kornskyldvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.630311,12.585864
9281,1050000,2002-07-02, Villa ,6731,5,156,1909,Geysers Allé 7 København S,"7, Geysers Allé, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.65051800000001,12.609362
9282,745000,2002-07-03, Ejerlejlighed ,12016,2,62,1913,Fenrisgade 2 København N,"2, Fenrisgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.702431,12.545297
9283,792931,2007-03-10, Ejerlejlighed ,12789,2,62,1913,Fenrisgade 2 København N,"2, Fenrisgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.702431,12.545297
9284,1070000,2002-07-03, Villa ,5784,6,185,2003,Athensvej 24 København S,"24, Athensvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.645147,12.624915
9285,2705000,2002-07-03, Villa ,17796,3,152,1958,C.F. Richs Vej 31 Frederiksberg,"31, C.F. Richs Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.688415,12.515404
9286,1726892,2002-07-03, Ejerlejlighed ,19188,3,90,1979,Lyøvej 14 Frederiksberg,"14, Lyøvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.682535,12.525281
9287,794000,1995-12-07, Ejerlejlighed ,8271,3,96,1979,Lyøvej 14 Frederiksberg,"14, Lyøvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.682535,12.525281
9288,3050000,2007-05-13, Ejerlejlighed ,33889,3,90,1979,Lyøvej 14 Frederiksberg,"14, Lyøvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.682535,12.525281
9289,1850000,2004-08-20, Ejerlejlighed ,20556,3,90,1979,Lyøvej 14 Frederiksberg,"14, Lyøvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.682535,12.525281
9290,1100000,1998-09-30, Ejerlejlighed ,12791,3,86,1979,Lyøvej 14 Frederiksberg,"14, Lyøvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.682535,12.525281
9291,940369,2002-07-03, Ejerlejlighed ,15416,2,61,1935,Dalføret 11 København S,"11, Dalføret, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.65451899999999,12.602194
9292,2025000,2002-07-04, Ejerlejlighed ,19104,4,106,1905,Frederik VIs Alle 4 Frederiksberg,"4, Frederik VI's Alle, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.676949,12.531575
9293,2199000,2003-08-27, Ejerlejlighed ,19289,4,114,1905,Frederik VIs Alle 4 Frederiksberg,"4, Frederik VI's Alle, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.676949,12.531575
9294,1719592,2002-07-04, Ejerlejlighed ,17547,4,98,1934,Godthåbsvej 135 Frederiksberg,"135, Godthåbsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.690192,12.516342
9295,1779000,2002-07-05, Villa ,15743,3,113,1950,Sumatravej 47 København S,"47, Sumatravej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.648588,12.632304
9296,1796642,2002-07-07, Ejerlejlighed ,21389,2,84,1909,Harsdorffsvej 7 Frederiksberg C,"7, Harsdorffsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1874, Danmark",55.679765,12.546301
9297,965000,2002-07-07, Ejerlejlighed ,16638,2,58,1938,Oldermandsvej 47 København NV,,,
9298,1730000,2006-09-13, Ejerlejlighed ,29828,2,58,1938,Oldermandsvej 47 København NV,,,
9299,830000,2002-07-07, Ejerlejlighed ,12576,2,66,1932,Mellemforts Allé 2 København S,"2, Mellemforts Allé, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.660112,12.620139
9300,1250000,2003-03-07, Villa ,9259,4,135,2004,Funkiavej 21 København S,"21, Funkiavej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.64793,12.610275
9301,445000,2003-03-09, Villa ,3708,4,120,2013,Hf. Kongelund 41 København S,,,
9302,1450000,2003-03-10, Ejerlejlighed ,19333,2,75,1897,Livjægergade 31 København Ø,"31, Livjægergade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.698762,12.586348
9303,2200000,2001-07-09, Ejerlejlighed ,20561,4,107,1897,Livjægergade 31 København Ø,"31, Livjægergade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.698762,12.586348
9304,1360000,2003-03-11, Villa ,14167,3,96,1933,Pindosvej 20 København S,"20, Pindosvej, Kastrup, Tårnby Kommune, Region Hovedstaden, 2300, Danmark",55.64130600000001,12.625632
9305,1015000,2003-03-12, Ejerlejlighed ,15615,3,65,1914,Øresundsvej 60 København S,"60, Øresundsvej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.660625,12.615111
9306,1535000,2003-03-12, Ejerlejlighed ,17247,4,89,1903,Lombardigade 5 København S,"5, Lombardigade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.65399300000001,12.611814
9307,1520000,2003-04-07, Ejerlejlighed ,17079,4,89,1903,Lombardigade 5 København S,"5, Lombardigade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.65399300000001,12.611814
9308,1890000,2003-03-14, Rækkehus ,14318,5,132,1903,Obdams Allé 36 København S,"36, Obdams Allé, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.650269,12.616659
9309,1199888,2003-03-14, Ejerlejlighed ,18460,3,65,1932,Beethovensvej 11 København SV,,,
9310,1590000,2007-07-26, Ejerlejlighed ,24462,3,65,1932,Beethovensvej 11 København SV,,,
9311,4000000,2003-03-14, Rækkehus ,19608,8,204,1931,Soldalen 29 København Ø,"29, Soldalen, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.719452,12.578774
9312,600000,2003-03-17, Villa ,6593,3,91,1970,Hf. Elmebo 40 København S,,,
9313,700000,2003-03-17, Ejerlejlighed ,8434,3,83,1906,Kastrupvej 2 København S,"2, Kastrupvej, Kastrup, Tårnby Kommune, Region Hovedstaden, 2300, Danmark",55.660352,12.613956
9314,2500000,2007-10-21, Ejerlejlighed ,24510,4,102,1906,Kastrupvej 2 København S,"2, Kastrupvej, Kastrup, Tårnby Kommune, Region Hovedstaden, 2300, Danmark",55.660352,12.613956
9315,1895000,2005-07-14, Ejerlejlighed ,23688,3,80,1906,Kastrupvej 2 København S,"2, Kastrupvej, Kastrup, Tårnby Kommune, Region Hovedstaden, 2300, Danmark",55.660352,12.613956
9316,596414,2001-03-22, Ejerlejlighed ,5847,4,102,1906,Kastrupvej 2 København S,"2, Kastrupvej, Kastrup, Tårnby Kommune, Region Hovedstaden, 2300, Danmark",55.660352,12.613956
9317,3450000,2003-03-17, Rækkehus ,22258,6,155,2003,Fuglebakkevej 66A Frederiksberg,"66A, Fuglebakkevej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.692909,12.529357
9318,1655000,2003-03-18, Ejerlejlighed ,22067,3,75,1900,Bentzonsvej 34 Frederiksberg,"34, Bentzonsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.68564,12.529542
9319,2650000,2003-03-18, Ejerlejlighed ,22269,3,119,1952,Galionsvej 5 København K,"5, Galionsvej, Margretheholm, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1437, Danmark",55.67903100000001,12.605567
9320,2550000,2003-02-18, Ejerlejlighed ,21074,3,121,1952,Galionsvej 5 København K,"5, Galionsvej, Margretheholm, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1437, Danmark",55.67903100000001,12.605567
9321,3800000,2004-04-19, Ejerlejlighed ,24051,3,158,1952,Galionsvej 5 København K,"5, Galionsvej, Margretheholm, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1437, Danmark",55.67903100000001,12.605567
9322,1400000,2007-10-24, Villa ,14000,3,100,1960,Jadegangen 131 København S,"131, Jadegangen, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.644974,12.591132
9323,3495000,2007-10-26, Ejerlejlighed ,31205,3,112,2007,Sundby Parkvej 13 København S,"13, Sundby Parkvej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.66271800000001,12.62883
9324,1909000,2007-01-12, Ejerlejlighed ,24792,3,77,2007,Sundby Parkvej 13 København S,"13, Sundby Parkvej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.66271800000001,12.62883
9325,2654612,2007-10-26, Ejerlejlighed ,32773,3,81,1896,Frederiksstadsgade 7 København V,"7, Frederiksstadsgade, Sorte Hest, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1667, Danmark",55.66905799999999,12.547303
9326,420000,1996-03-18, Ejerlejlighed ,6364,2,66,1896,Frederiksstadsgade 7 København V,"7, Frederiksstadsgade, Sorte Hest, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1667, Danmark",55.66905799999999,12.547303
9327,325000,1995-09-05, Ejerlejlighed ,4063,3,80,1896,Frederiksstadsgade 7 København V,"7, Frederiksstadsgade, Sorte Hest, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1667, Danmark",55.66905799999999,12.547303
9328,2000000,2007-10-26, Ejerlejlighed ,26667,3,75,1904,Randersgade 72 København Ø,"72, Randersgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.70881899999999,12.57992
9329,3800000,2007-10-27, Villa ,25333,7,150,1930,Hvidkløvervej 1 København NV,,,
9330,2995000,2007-10-27, Ejerlejlighed ,26043,4,115,2006,Rentemestervej 7A København NV,,,
9331,2900000,2007-04-18, Ejerlejlighed ,25217,4,115,2006,Rentemestervej 7A København NV,,,
9332,2600000,2007-10-28, Villa ,27957,5,93,1995,Jadegangen 144 København S,"144, Jadegangen, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.644895,12.587939
9333,1850000,2007-10-28, Ejerlejlighed ,18687,3,99,1924,Flinterenden 4 København S,"4, Flinterenden, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.667648,12.598053
9334,1199000,2007-10-28, Ejerlejlighed ,22623,2,53,1939,Ellebjergvej 11 København SV,,,
9335,2095000,2007-10-29, Ejerlejlighed ,26519,2,79,1939,Heimdalsgade 14 København N,"14, Heimdalsgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.700274,12.541878
9336,3400000,2005-09-02, Ejerlejlighed ,24460,4,139,1939,Heimdalsgade 14 København N,"14, Heimdalsgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.700274,12.541878
9337,4650000,2007-10-29, Villa ,29618,6,157,1933,Delosvej 27 København S,"27, Delosvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.652148,12.624207
9338,1585000,2007-10-30, Ejerlejlighed ,28304,2,56,1902,Marstalsgade 19 København Ø,"19, Marstalsgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.703858,12.586507
9339,391000,1999-12-15, Ejerlejlighed ,7980,2,49,1902,Marstalsgade 19 København Ø,"19, Marstalsgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.703858,12.586507
9340,3000000,2007-10-30, Ejerlejlighed ,30303,4,99,2007,Thad Jones Vej 8 København SV,,,
9341,1925000,2006-07-28, Ejerlejlighed ,24063,4,80,2007,Thad Jones Vej 8 København SV,,,
9342,1675000,2006-07-28, Ejerlejlighed ,23592,4,71,2007,Thad Jones Vej 8 København SV,,,
9343,2190000,2007-10-31, Ejerlejlighed ,28077,3,78,1902,Nordre Frihavnsgade 15 København Ø,"15, Nordre Frihavnsgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.70071899999999,12.579354
9344,1495000,2002-10-31, Ejerlejlighed ,16798,4,89,1902,Nordre Frihavnsgade 15 København Ø,"15, Nordre Frihavnsgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.70071899999999,12.579354
9345,3995000,2007-10-31, Ejerlejlighed ,35670,3,112,2007,Sundby Parkvej 18 København S,"18, Sundby Parkvej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.662826,12.630809
9346,2175000,2007-10-31, Villa ,14897,6,146,1964,Slusevej 25 København S,"25, Slusevej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.62984599999999,12.586603
9347,2650000,2007-10-31, Ejerlejlighed ,27604,3,96,1797,Wildersgade 38 København K,"38, Wildersgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1408, Danmark",55.67346,12.590695
9348,1131000,1996-10-07, Ejerlejlighed ,9425,3,120,1797,Wildersgade 38 København K,"38, Wildersgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1408, Danmark",55.67346,12.590695
9349,1200000,2006-10-11, Ejerlejlighed ,9677,3,124,1797,Wildersgade 38 København K,"38, Wildersgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1408, Danmark",55.67346,12.590695
9350,950000,2007-11-01, Ejerlejlighed ,25000,1,38,1935,Teglbrændervej 2 København NV,,,
9351,607800,2001-05-14, Ejerlejlighed ,15995,1,38,1935,Teglbrændervej 2 København NV,,,
9352,2650000,2007-11-01, Villa ,25238,2,105,2004,Azaleagangen 43 København S,"43, Azaleagangen, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.647216,12.59644
9353,1650000,2007-11-01, Ejerlejlighed ,13415,4,123,1978,Lindeskellet 8 Frederiksberg,"Lindeskellet, Frederiksberg Kommune, Region Hovedstaden, 2500, Danmark",55.6706562,12.4967978
9354,2925000,2007-11-01, Ejerlejlighed ,31452,4,93,2007,Ørestads Boulevard 61D København S,"61D, Ørestads Boulevard, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.633349,12.581681
9355,2870000,2007-11-01, Ejerlejlighed ,30860,4,93,2007,Ørestads Boulevard 61D København S,"61D, Ørestads Boulevard, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.633349,12.581681
9356,1096705,2007-11-01, Ejerlejlighed ,14820,3,74,2007,Ørestads Boulevard 61E København S,"61E, Ørestads Boulevard, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.633412,12.581938
9357,2555000,2007-11-01, Ejerlejlighed ,33182,3,77,2007,Ørestads Boulevard 61E København S,"61E, Ørestads Boulevard, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.633412,12.581938
9358,2315000,2007-10-10, Ejerlejlighed ,30065,3,77,2007,Ørestads Boulevard 61E København S,"61E, Ørestads Boulevard, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.633412,12.581938
9359,1775000,2007-10-23, Ejerlejlighed ,23986,3,74,2007,Ørestads Boulevard 61E København S,"61E, Ørestads Boulevard, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.633412,12.581938
9360,1450000,2007-11-28, Ejerlejlighed ,25000,2,58,2007,Ørestads Boulevard 61E København S,"61E, Ørestads Boulevard, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.633412,12.581938
9361,2515000,2007-10-02, Ejerlejlighed ,32662,3,77,2007,Ørestads Boulevard 61E København S,"61E, Ørestads Boulevard, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.633412,12.581938
9362,7750000,2007-11-01, Rækkehus ,56985,7,136,1882,Abildgaardsgade 32 København Ø,"32, Abildgaardsgade, Kartoffelrækkerne, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.69155799999999,12.574369
9363,1650000,2007-11-02, Ejerlejlighed ,22603,3,73,1940,Peder Lykkes Vej 50 København S,"50, Peder Lykkes Vej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.654054,12.603318
9364,1800000,2007-07-09, Ejerlejlighed ,24658,2,73,1940,Peder Lykkes Vej 50 København S,"50, Peder Lykkes Vej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.654054,12.603318
9365,1548000,2005-06-01, Ejerlejlighed ,23455,2,66,1940,Peder Lykkes Vej 50 København S,"50, Peder Lykkes Vej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.654054,12.603318
