,Unnamed: 0,Address,Sell_price,Date_of_sale,Type,sqm_price,Rooms,m2,Building_year
5301,1," Siciliensgade 13, 4. mf, 2300 København S",445000,1996-07-18, Ejerlejlighed ,6096,3,73,1936
5302,2," Derbyvej 16, 2300 København S",1450000,1996-07-18, Villa ,12288,4,118,1935
5303,3," Peblinge Dossering 14, 4. th, 2200 København N",765700,1996-07-18, Ejerlejlighed ,6077,4,126,1885
5304,4," Sjælør Boulevard 38, 2. tv, 2450 København SV",330000,1996-07-19, Ejerlejlighed ,6000,2,55,1937
5305,5," Frederiksberg Alle 37, 2. tv, 1820 Frederiksberg C",1200000,1996-07-19, Ejerlejlighed ,9917,4,121,1889
5306,6," Sankt Pauls Gade 12, 3, 1313 København K",597516,1996-07-20, Ejerlejlighed ,7760,3,77,1854
5307,7," Hamletsgade 4, 3. 183, 2200 København N",336000,1996-07-20, Ejerlejlighed ,5419,2,62,1975
5308,8," Landskronagade 12, 2100 København Ø",1228600,1996-07-21, Rækkehus ,8473,6,145,1903
5309,9," Kretavej 19, 5. th, 2300 København S",314200,1996-07-21, Ejerlejlighed ,7481,2,42,1936
5310,10," Kompagnistræde 17, 4, 1208 København K",610000,1996-07-22, Ejerlejlighed ,8714,2,70,1798
5311,11," Olufsvej 44, 2100 København Ø",200000,1996-07-22, Rækkehus ,1143,7,175,1875
5312,12," Sortedam Dossering 41C, st. th, 2200 København N",451672,1996-07-22, Ejerlejlighed ,5943,3,76,1963
5313,13," Æginavej 13, 2300 København S",704000,1996-07-22, Villa ,8482,3,83,1973
5314,14," Drosselvej 53B, 2000 Frederiksberg",1397000,1996-07-24, Rækkehus ,16057,3,87,1988
5315,15," Dronningensgade 42, 1. 2, 1420 København K",257940,1996-07-24, Ejerlejlighed ,4777,1,54,1962
5316,16," Rønnegade 20, st. th, 2100 København Ø",395131,1996-07-24, Ejerlejlighed ,5727,2,69,1979
5317,17," Gammel Mønt 41, 2. th, 1117 København K",534000,1996-07-25, Ejerlejlighed ,11125,2,48,1734
5318,18," Hf. Havebyen Mozart 49, 2450 København SV",168132,1996-07-25, Villa ,1401,5,120,1960
5319,19," Vogtervej 7, 2300 København S",1136200,1996-07-25, Villa ,9967,5,114,1937
5320,20," Landskronagade 61, 1. th, 2100 København Ø",541600,1996-07-26, Ejerlejlighed ,7126,3,76,1926
5321,21," Kronprinsesse Sofies Vej 20, 5. 1, 2000 Frederiksberg",350000,1996-07-26, Ejerlejlighed ,5833,2,60,1969
5322,22," Weysesgade 17, 2100 København Ø",1187500,1996-07-26, Rækkehus ,8605,6,138,1892
5323,23," Platanvej 4, 4. tv, 1810 Frederiksberg C",1300000,1996-07-27, Fritidshus ,16456,2,79,1989
5324,24," Bornholmsgade 1, 4. tv, 1266 København K",1700000,1996-07-27, Ejerlejlighed ,8173,6,168,1908
5325,25," Rådmand Steins Alle 3, 3. tv, 2000 Frederiksberg",825008,1996-07-28, Ejerlejlighed ,8250,4,100,1953
5326,26," Borneovej 18B, 2300 København S",825000,1996-07-29, Villa ,8871,3,93,1943
5327,27," Willemoesgade 29, 4. th, 2100 København Ø",1210000,1996-07-29, Ejerlejlighed ,7246,5,167,1891
5328,28," Åboulevard 31, 1. tv, 1960 Frederiksberg C",800000,1996-07-29, Ejerlejlighed ,2857,9,280,1900
5329,29," Duevej 5, 2000 Frederiksberg",1670000,1996-07-29, Rækkehus ,11761,6,142,1928
5330,30," Safirgangen 106, 2300 København S",225000,1996-07-29, Villa ,2500,5,90,2016
5331,31," Gustav Adolfs Gade 10, st. th, 2100 København Ø",700000,1996-07-30, Ejerlejlighed ,8537,4,82,1904
5332,32," Clematisvej 7, 2300 København S",1120205,1996-07-30, Villa ,11315,3,99,1925
5333,33," Strandboulevarden 111, 3. tv, 2100 København Ø",1200760,1996-07-31, Ejerlejlighed ,6222,7,193,1915
5334,34," Edisonsvej 7, 3. th, 1856 Frederiksberg C",943313,1996-07-31, Ejerlejlighed ,9826,3,96,1978
5335,35," Faksegade 7, 5. th, 2100 København Ø",803000,1996-07-31, Ejerlejlighed ,5576,4,144,1903
5336,36," Svend Trøsts Vej 6, 3. tv, 1912 Frederiksberg C",1267000,1996-07-31, Ejerlejlighed ,8860,4,143,1914
5337,37," Hollændervej 11, 1. th, 1855 Frederiksberg C",901468,1996-07-31, Ejerlejlighed ,9489,4,95,1898
5338,38," Carstensgade 18, 1770 København V",854750,1996-08-01, Rækkehus ,6239,6,137,1888
5339,39," Kongelundsvej 90D, 2300 København S",305900,1996-08-01, Villa ,3476,3,88,1965
5340,40," Ingemannsvej 2, 1. mf, 1964 Frederiksberg C",558724,1996-08-02, Ejerlejlighed ,9012,2,62,1970
5341,41," Madvigs Alle 4, 1. th, 1829 Frederiksberg C",750000,1996-08-02, Ejerlejlighed ,6818,5,110,1895
5342,42," Rosenvængets Allé 10, 1. tv, 2100 København Ø",1145000,1996-08-02, Ejerlejlighed ,7387,5,155,1902
5343,43," Esbern Snares Gade 6, 4. tv, 1725 København V",391430,1996-08-04, Ejerlejlighed ,6749,2,58,1904
5344,44," Forchhammersvej 2, 3. th, 1920 Frederiksberg C",1400000,1996-08-05, Ejerlejlighed ,7568,4,185,1899
5345,45," Horsebakken 38, 2400 København NV",832400,1996-08-05, Villa ,6032,7,138,1924
5346,46," Nyelandsvej 73, 3. 3, 2000 Frederiksberg",550000,1996-08-05, Ejerlejlighed ,6471,2,85,1957
5347,47," Sprogøvej 9, 2. th, 2000 Frederiksberg",786000,1996-08-05, Ejerlejlighed ,8543,3,92,1982
5348,48," Naboløs 4, 1, 1206 København K",1568420,1996-08-06, Ejerlejlighed ,8713,4,180,1802
5349,49," Jacobys Alle 10, 4. th, 1806 Frederiksberg C",835000,1996-08-09, Ejerlejlighed ,7731,4,108,1912
5350,0," Fiolstræde 28, 1. tv, 1171 København K",1700000,1996-07-01, Ejerlejlighed ,9884,4,172,1838
5351,1," Stenlandsvej 4, 2300 København S",1035000,1996-07-01, Villa ,7188,4,144,1976
5352,2," Kirsteinsgade 6, 2. th, 2100 København Ø",886912,1996-07-01, Ejerlejlighed ,7990,4,111,1907
5353,3," Larsbjørnsstræde 19, 1. tv, 1454 København K",586490,1996-07-01, Ejerlejlighed ,8260,3,71,1797
5354,4," Bispeengen 11, 1. th, 2000 Frederiksberg",495000,1996-07-01, Ejerlejlighed ,6111,3,81,1914
5355,5," Rosenvængets Allé 29, st, 2100 København Ø",929000,1996-07-02, Ejerlejlighed ,5104,6,182,1876
5356,6," Studiestræde 15, 1, 1455 København K",825000,1996-07-02, Villa ,7500,3,110,1827
5357,7," Frydendalsvej 25, 1, 1809 Frederiksberg C",1492010,1996-07-02, Ejerlejlighed ,10507,4,142,1900
5358,8," Hamletsgade 4, 2. 161, 2200 København N",325000,1996-07-02, Ejerlejlighed ,4851,2,67,1975
5359,9," Derbyvej 20, 2300 København S",1155507,1996-07-02, Villa ,7755,5,149,1981
5360,10," Jansvej 42, 2300 København S",1195000,1996-07-03, Villa ,7967,4,150,1936
5361,11," Johan Kellers Vej 33, 2. th, 2450 København SV",190000,1996-07-03, Ejerlejlighed ,2714,2,70,1936
5362,12," Breidablik Allé 3, 2300 København S",1576479,1996-07-03, Villa ,8807,7,179,1928
5363,13," Falkonergårdsvej 17, st, 1959 Frederiksberg C",1300000,1996-07-03, Ejerlejlighed ,9091,6,143,1888
5364,14," Mimersgade 56, 4. th, 2200 København N",588615,1996-07-03, Ejerlejlighed ,8409,3,70,1906
5365,15," Kålagervej 26, 2300 København S",1125000,1996-07-03, Villa ,7759,5,145,1967
5366,16," Jernbanegade 7, 5, 1608 København V",1025000,1996-07-05, Villa ,6327,4,162,1942
5367,17," Jernbanegade 7, 4, 1608 København V",1025000,1996-07-05, Villa ,6327,4,162,1942
5368,18," Upsalagade 22, 1. tv, 2100 København Ø",1550000,1996-07-05, Ejerlejlighed ,8201,5,189,1898
5369,19," Gullandsgade 12, 3. tv, 2300 København S",178000,1996-07-06, Ejerlejlighed ,3236,2,55,1912
5370,20," Rumæniensgade 8, 5. tv, 2300 København S",280000,1996-07-07, Ejerlejlighed ,4444,2,63,1930
5371,21," Holger Danskes Vej 45, 2. 26, 2000 Frederiksberg",559600,1996-07-08, Ejerlejlighed ,7268,2,77,1967
5372,22," Vagtelvej 49, kl, 2000 Frederiksberg",35000,1996-07-09, Fritidshus ,1591,1,0,1969
5373,23," Nyelandsvej 31, 3. tv, 2000 Frederiksberg",1300000,1996-07-09, Ejerlejlighed ,7602,6,171,1904
5374,24," Sofiegade 24, st. 1, 1418 København K",472620,1996-07-09, Ejerlejlighed ,5694,3,83,1975
5375,25," Sofienhøjvej 1, 3. 313, 2300 København S",243000,1996-07-09, Ejerlejlighed ,5523,1,44,1975
5376,26," Anders Henriksens Gade 7, 2. th, 2300 København S",430000,1996-07-10, Ejerlejlighed ,5584,3,77,1918
5377,27," Valdemarsgade 32, 2. tv, 1665 København V",567257,1996-07-10, Ejerlejlighed ,7091,2,80,1886
5378,28," Marstalsgade 42, 2. tv, 2100 København Ø",724000,1996-07-10, Ejerlejlighed ,8419,3,86,1907
5379,29," Blågårdsgade 26, 3. 19, 2200 København N",384000,1996-07-10, Ejerlejlighed ,5120,2,75,1972
5380,30," Freundsgade 10, 1775 København V",1365341,1996-07-10, Rækkehus ,10343,6,132,1887
5381,31," Engvej 178, 1. th, 2300 København S",282000,1996-07-11, Ejerlejlighed ,4780,2,59,1963
5382,32," Palermovej 11, 3. 4, 2300 København S",327400,1996-07-11, Ejerlejlighed ,5846,2,56,1937
5383,33," Kvintus Allé 3, 3. 18, 2300 København S",414560,1996-07-12, Ejerlejlighed ,6378,2,65,1962
5384,34," Sølvgade 21, 2. mf, 1307 København K",527191,1996-07-12, Ejerlejlighed ,10983,2,48,1806
5385,35," Platanvej 24, 5. 4, 1810 Frederiksberg C",625000,1996-07-12, Ejerlejlighed ,8013,2,78,1970
5386,36," Amagerbrogade 127, 5. tv, 2300 København S",488000,1996-07-13, Ejerlejlighed ,6595,3,74,1904
5387,37," Ved Grænsen 70, 2000 Frederiksberg",1341665,1996-07-14, Rækkehus ,14273,5,94,1915
5388,38," Hollænderdybet 20, 3. tv, 2300 København S",710000,1996-07-14, Ejerlejlighed ,7172,4,99,1917
5389,39," Azaleagangen 7, 2300 København S",450000,1996-07-15, Villa ,4639,5,97,1950
5390,40," Østerbrogade 210, 2. th, 2100 København Ø",601530,1996-07-15, Ejerlejlighed ,6914,3,87,1938
5391,41," Ved Grænsen 40, 2000 Frederiksberg",1099000,1996-07-15, Villa ,10467,4,105,1926
5392,42," Steenwinkelsvej 4A, 2. tv, 1966 Frederiksberg C",551907,1996-07-15, Ejerlejlighed ,6272,3,88,1877
5393,43," Kastrupvej 185, 2300 København S",720000,1996-07-15, Rækkehus ,7059,5,102,1943
5394,44," Holsteinsgade 66, 5. 3, 2100 København Ø",500915,1996-07-16, Ejerlejlighed ,8945,2,56,1978
5395,45," Gærdebred 12, 2300 København S",645000,1996-07-17, Villa ,11121,3,58,1947
5396,46," Florsgade 1, 1. tv, 2200 København N",253423,1996-07-17, Ejerlejlighed ,5632,2,45,1904
5397,47," Silkeborggade 37, 3. th, 2100 København Ø",332200,1996-07-17, Ejerlejlighed ,6388,2,52,1917
5398,48," Sankt Annæ Gade 13, 2. th, 1416 København K",365000,1996-07-18, Ejerlejlighed ,8690,1,42,1938
5399,49," Nordre Fasanvej 95B, 3. tv, 2000 Frederiksberg",427117,1996-07-18, Ejerlejlighed ,6780,2,63,1900
5400,0," Mysundegade 7, 4. th, 1668 København V",348571,1997-06-04, Ejerlejlighed ,5203,3,67,1896
5401,1," Baldersgade 18, 3. 2, 2200 København N",312000,1997-06-05, Ejerlejlighed ,6118,1,51,1935
5402,2," Fridtjof Nansens Plads 3, 3. tv, 2100 København Ø",2170000,1997-06-05, Ejerlejlighed ,10333,5,210,1931
5403,3," Uralvej 6, 2300 København S",1288200,1997-06-06, Villa ,15155,3,85,1936
5404,4," H.C. Lumbyes Gade 21, 2100 København Ø",1757000,1997-06-06, Rækkehus ,12919,6,136,1895
5405,5," Victor Bendix Gade 22, st. th, 2100 København Ø",539443,1997-06-06, Ejerlejlighed ,5994,3,90,1968
5406,6," Parmagade 13, 3. th, 2300 København S",548000,1997-06-06, Ejerlejlighed ,7307,3,75,1926
5407,7," Platanvej 22B, 6. th, 1810 Frederiksberg C",1305245,1997-06-07, Ejerlejlighed ,12797,3,102,1970
5408,8," Reberbanegade 37, 4. tv, 2300 København S",369000,1997-06-08, Ejerlejlighed ,7235,2,51,1940
5409,9," Grundtvigsvej 18, 2. th, 1864 Frederiksberg C",1747000,1997-06-09, Ejerlejlighed ,11725,5,149,1906
5410,10," H.V. Nyholms Vej 17, 1. tv, 2000 Frederiksberg",400340,1997-06-09, Ejerlejlighed ,6255,2,64,1929
5411,11," Stockflethsvej 39, 5, 2000 Frederiksberg",654000,1997-06-09, Ejerlejlighed ,8720,3,75,1934
5412,12," Halls Alle 12, st. tv, 1802 Frederiksberg C",902000,1997-06-09, Ejerlejlighed ,9912,4,91,1896
5413,13," Kildevældsgade 23, 2100 København Ø",1637000,1997-06-09, Rækkehus ,12037,5,136,1892
5414,14," H.C. Ørsteds Vej 14A, 2. th, 1879 Frederiksberg C",1071320,1997-06-10, Ejerlejlighed ,9316,5,115,1883
5415,15," Norsvej 9, 2. th, 1916 Frederiksberg C",1362365,1997-06-11, Ejerlejlighed ,13357,3,102,1979
5416,16," Amaliegade 43, 3, 1256 København K",20000000,1997-06-12, Ejerlejlighed ,101523,4,197,1793
5417,17," Wilkensvej 13, 4. tv, 2000 Frederiksberg",822539,1997-06-12, Ejerlejlighed ,9564,3,86,1979
5418,18," Johan Kellers Vej 43, st. th, 2450 København SV",387500,1997-06-12, Ejerlejlighed ,6568,2,59,1936
5419,19," Kristianiagade 22, 3. th, 2100 København Ø",2000000,1997-06-12, Ejerlejlighed ,10050,5,199,1931
5420,20," Betty Nansens Alle 31, 3. th, 2000 Frederiksberg",1550800,1997-06-12, Ejerlejlighed ,11573,5,134,1976
5421,21," Nattergalevej 72, 3, 2400 København NV",354500,1997-06-13, Ejerlejlighed ,7235,2,49,1937
5422,22," Kildevældsgade 83A, 3. tv, 2100 København Ø",1085000,1997-06-13, Ejerlejlighed ,13072,3,83,1990
5423,23," Puggaardsgade 10, st. tv, 1573 København V",1134000,1997-06-13, Ejerlejlighed ,9692,4,82,1908
5424,24," Birketinget 2A, 4. 144, 2300 København S",248000,1997-06-13, Ejerlejlighed ,5636,1,44,1970
5425,25," Mariendalsvej 26, 5. tv, 2000 Frederiksberg",285629,1997-06-13, Ejerlejlighed ,4394,2,65,1962
5426,26," Ægirsgade 17, 1. tv, 2200 København N",464645,1997-06-14, Ejerlejlighed ,8767,2,53,1903
5427,27," Niels W. Gades Gade 10, 2100 København Ø",1450000,1997-06-15, Rækkehus ,10662,5,136,1893
5428,28," Ægirsgade 73, 4. tv, 2200 København N",634345,1997-06-16, Ejerlejlighed ,7376,3,86,1901
5429,29," Rosenvængets Hovedvej 28, 2. tv, 2100 København Ø",946400,1997-06-16, Ejerlejlighed ,10516,3,90,1938
5430,30," Jens Kofods Gade 4, 3. th, 1268 København K",1399000,1997-06-16, Ejerlejlighed ,13716,4,102,1925
5431,31," Rostrupsvej 4, 2000 Frederiksberg",2549980,1997-06-17, Villa ,11435,6,223,1942
5432,32," Camilla Nielsens Vej 1, st. th, 2000 Frederiksberg",876000,1997-06-18, Ejerlejlighed ,8673,4,101,1953
5433,33," H.C. Lumbyes Gade 9, 2100 København Ø",1713460,1997-06-18, Rækkehus ,12599,5,136,1895
5434,34," Herluf Trolles Gade 22, st. tv, 1052 København K",1969980,1997-06-18, Ejerlejlighed ,11939,6,165,1873
5435,35," Bregnegangen 31, 2300 København S",240000,1997-06-18, Villa ,2759,4,87,1958
5436,36," Carit Etlars Vej 15, 2. th, 1814 Frederiksberg C",1000000,1997-06-18, Ejerlejlighed ,10753,3,93,1980
5437,37," C.F. Richs Vej 85, 2. tv, 2000 Frederiksberg",608000,1997-06-18, Ejerlejlighed ,10133,2,60,1936
5438,38," Gothersgade 93, 2. th, 1123 København K",1100000,1997-06-18, Ejerlejlighed ,11111,4,99,1883
5439,39," Søndre Fasanvej 56, 1. th, 2000 Frederiksberg",840000,1997-06-19, Ejerlejlighed ,8400,4,100,1934
5440,40," Vagtelvej 69, 3. th, 2000 Frederiksberg",676500,1997-06-19, Ejerlejlighed ,8054,3,84,1969
5441,41," Gothersgade 95, 2. th, 1123 København K",810000,1997-06-20, Ejerlejlighed ,10658,4,76,1883
5442,42," Flensborggade 21, 3. tv, 1669 København V",366000,1997-06-21, Ejerlejlighed ,6536,3,56,1897
5443,43," Mariendalsvej 11, st. tv, 2000 Frederiksberg",533957,1997-06-21, Ejerlejlighed ,9708,2,55,1936
5444,44," Blågårdsgade 26, 1. 6, 2200 København N",322780,1997-06-22, Ejerlejlighed ,5291,1,61,1972
5445,45," Peter Fabers Gade 41, 3. th, 2200 København N",337240,1997-06-22, Ejerlejlighed ,6745,1,50,1895
5446,46," Edisonsvej 7, 3. tv, 1856 Frederiksberg C",930000,1997-06-23, Ejerlejlighed ,9688,3,96,1978
5447,47," Sundbyvestervej 113, 2300 København S",695000,1997-06-23, Villa ,5516,4,126,1930
5448,48," Drejøgade 26A, 3. 303, 2100 København Ø",731440,1997-06-24, Ejerlejlighed ,10159,2,72,1974
5449,49," Gammel Kongevej 148, 2. tv, 1850 Frederiksberg C",1501500,1997-06-24, Ejerlejlighed ,7289,6,206,1905
5450,0," Gasværksvej 13, 3. th, 1656 København V",1955000,2002-06-21, Ejerlejlighed ,21722,3,90,2002
5451,1," Holmbladsgade 7, 1. th, 2300 København S",1350100,2002-06-21, Ejerlejlighed ,14517,4,93,1911
5452,2," Svanevej 13, st. th, 2400 København NV",810000,2002-06-21, Ejerlejlighed ,15577,2,52,1935
5453,3," Olof Palmes Gade 3, 4. th, 2100 København Ø",2125000,2002-06-22, Ejerlejlighed ,18008,5,118,1890
5454,4," Hveensvej 10, st. th, 2300 København S",798000,2002-06-23, Ejerlejlighed ,13082,2,61,1934
5455,5," Hf. Engly 10, 2300 København S",450000,2002-06-23, Villa ,5625,3,80,1960
5456,6," Slusevej 113, 2300 København S",660000,2002-06-23, Villa ,5323,4,124,2014
5457,7," Ægirsgade 73, 5. th, 2200 København N",1237000,2002-06-23, Ejerlejlighed ,15859,2,78,1901
5458,8," Ved Vigen 28, 2400 København NV",2775000,2002-06-24, Villa ,21346,5,130,1953
5459,9," Peblinge Dossering 32, 4. th, 2200 København N",735000,2002-06-24, Ejerlejlighed ,6229,4,118,1866
5460,10," Sønder Boulevard 18, 1. tv, 1720 København V",1099000,2002-06-24, Ejerlejlighed ,21980,2,50,1877
5461,11," Cumberlandsgade 6, 3. tv, 2300 København S",850000,2002-06-24, Ejerlejlighed ,16346,2,52,1914
5462,12," Hyacintgården 13, 3. 3, 2300 København S",600000,2002-06-24, Ejerlejlighed ,15789,1,38,1968
5463,13," Under Elmene 10, st. th, 2300 København S",1425000,2002-06-25, Ejerlejlighed ,14250,4,100,1915
5464,14," Randersgade 17, 6. th, 2100 København Ø",1251000,2002-06-25, Ejerlejlighed ,20850,2,60,1958
5465,15," Hf. Frederikshøj 261, 2450 København SV",210000,2002-06-25, Villa ,2165,5,97,1998
5466,16," Hyrdevangen 71, 2400 København NV",2550000,2002-06-26, Villa ,15179,6,168,1936
5467,17," Japanvej 4, 2300 København S",2121000,2002-06-26, Villa ,15596,5,136,1933
5468,18," Øresundsvej 47A, 2. th, 2300 København S",930000,2002-06-26, Ejerlejlighed ,15246,2,61,1914
5469,19," Matthæusgade 14, 1. tv, 1666 København V",1265000,2002-06-26, Ejerlejlighed ,16013,3,79,1883
5470,20," Gasværksvej 13, st. tv, 1656 København V",1641250,2002-06-27, Ejerlejlighed ,21595,2,76,2002
5471,21," Berggreensgade 36, 2100 København Ø",3080000,2002-06-27, Rækkehus ,22319,6,138,1901
5472,22," Snorresgade 8, 1. th, 2300 København S",1334000,2002-06-27, Ejerlejlighed ,20844,2,64,1913
5473,23," Vester Søgade 52, 1. th, 1601 København V",1504000,2002-06-28, Ejerlejlighed ,17905,2,84,1939
5474,24," Jacobys Alle 12, 1. th, 1806 Frederiksberg C",2698817,2002-06-29, Ejerlejlighed ,17525,5,154,1912
5475,25," Johan Kellers Vej 37, 4. th, 2450 København SV",920000,2002-06-29, Ejerlejlighed ,15593,2,59,1936
5476,26," Birmavej 52, 2300 København S",1350000,2002-06-29, Villa ,18243,3,74,1940
5477,27," Gråbrødretorv 15, 4. th, 1154 København K",2000000,2002-06-30, Ejerlejlighed ,27778,2,72,1860
5478,28," Prags Boulevard 46, 5. tv, 2300 København S",1025000,2002-07-01, Ejerlejlighed ,17373,2,59,1931
5479,29," Korsgade 8, 4. th, 2200 København N",2599380,2002-07-01, Ejerlejlighed ,19544,4,133,1891
5480,30," Enghavevej 31, 3. 16, 1674 København V",585000,2002-07-02, Ejerlejlighed ,12717,1,46,1971
5481,31," Solsortvej 57, 2000 Frederiksberg",4300000,2002-07-02, Villa ,28289,5,152,1916
5482,32," Dronningens Tværgade 34, 1. 1, 1302 København K",1000000,2002-07-02, Ejerlejlighed ,20833,1,48,1957
5483,33," Kornskyldvej 104, 2300 København S",1718100,2002-07-02, Villa ,11609,4,148,1969
5484,34," Vester Søgade 52, 3. tv, 1601 København V",2095000,2002-07-02, Ejerlejlighed ,18874,4,111,1939
5485,35," Geysers Allé 7, 2300 København S",1050000,2002-07-02, Villa ,6731,5,156,1909
5486,36," Fenrisgade 2, st. tv, 2200 København N",745000,2002-07-03, Ejerlejlighed ,12016,2,62,1913
5487,37," Athensvej 24, 2300 København S",1070000,2002-07-03, Villa ,5784,6,185,2003
5488,38," C.F. Richs Vej 31, 2000 Frederiksberg",2705000,2002-07-03, Villa ,17796,3,152,1958
5489,39," Lyøvej 14, 1. mf, 2000 Frederiksberg",1726892,2002-07-03, Ejerlejlighed ,19188,3,90,1979
5490,40," Dalføret 11, 2. tv, 2300 København S",940369,2002-07-03, Ejerlejlighed ,15416,2,61,1935
5491,41," Frederik VIs Alle 4, st. th, 2000 Frederiksberg",2025000,2002-07-04, Ejerlejlighed ,19104,4,106,1905
5492,42," P.D. Løvs Allé 9B, 3. th, 2200 København N",1035000,2002-07-04, Ejerlejlighed ,19528,2,53,1906
5493,43," Godthåbsvej 135, st. th, 2000 Frederiksberg",1719592,2002-07-04, Ejerlejlighed ,17547,4,98,1934
5494,44," Sumatravej 47, 2300 København S",1779000,2002-07-05, Villa ,15743,3,113,1950
5495,45," Hyacintgården 11, st. 2, 2300 København S",585000,2002-07-06, Ejerlejlighed ,17206,1,34,1968
5496,46," Harsdorffsvej 7, 3. tv, 1874 Frederiksberg C",1796642,2002-07-07, Ejerlejlighed ,21389,2,84,1909
5497,47," Hollændervej 24, 3. tv, 1855 Frederiksberg C",2150000,2002-07-07, Ejerlejlighed ,19545,4,110,1893
5498,48," Oldermandsvej 47, 3. tv, 2400 København NV",965000,2002-07-07, Ejerlejlighed ,16638,2,58,1938
5499,49," Mellemforts Allé 2, 1. th, 2300 København S",830000,2002-07-07, Ejerlejlighed ,12576,2,66,1932
5500,0," Godthåbsvej 35, 5. th, 2000 Frederiksberg",2200000,2003-03-04, Ejerlejlighed ,18966,4,116,1943
5501,1," Funkiavej 21, 2300 København S",1250000,2003-03-07, Villa ,9259,4,135,2004
5502,2," Godthåbsvænget 31, 4. th, 2000 Frederiksberg",1600000,2003-03-07, Ejerlejlighed ,17582,3,91,1977
5503,3," Kvintus Allé 3, 2. 17, 2300 København S",695000,2003-03-09, Ejerlejlighed ,18289,1,38,1962
5504,4," Hf. Kongelund 41, 2300 København S",445000,2003-03-09, Villa ,3708,4,120,2013
5505,5," Skaffervej 9, 4. th, 2400 København NV",1184210,2003-03-10, Ejerlejlighed ,21531,2,55,1935
5506,6," Johan Semps Gade 9, 3. th, 1402 København K",2502208,2003-03-10, Ejerlejlighed ,22956,3,109,2003
5507,7," Johan Semps Gade 9, 4. th, 1402 København K",2536620,2003-03-10, Ejerlejlighed ,23272,3,109,2003
5508,8," Kastrupvej 90, 2. mf, 2300 København S",1125000,2003-03-10, Ejerlejlighed ,14610,3,77,1936
5509,9," Johan Semps Gade 11, 3. tv, 1402 København K",3095000,2003-03-10, Ejerlejlighed ,23447,4,132,2003
5510,10," Dronningens Tværgade 34, 2. 3, 1302 København K",1825000,2003-03-10, Ejerlejlighed ,22813,3,80,1957
5511,11," Drejøgade 26C, 3. 303, 2100 København Ø",1408072,2003-03-10, Ejerlejlighed ,19832,2,71,1974
5512,12," Lombardigade 19, 3. tv, 2300 København S",850000,2003-03-10, Ejerlejlighed ,15179,2,56,1904
5513,13," H.C. Ørsteds Vej 14A, 3. th, 1879 Frederiksberg C",2263120,2003-03-10, Ejerlejlighed ,19679,4,115,1883
5514,14," Livjægergade 31, st. tv, 2100 København Ø",1450000,2003-03-10, Ejerlejlighed ,19333,2,75,1897
5515,15," Galionsvej 3, 2. 27, 1437 København K",2850000,2003-03-10, Ejerlejlighed ,25221,3,113,1952
5516,16," Holger Danskes Vej 42, st. 7, 2000 Frederiksberg",1097000,2003-03-10, Ejerlejlighed ,14434,2,76,1976
5517,17," Rossinisvej 8, st. th, 2450 København SV",755359,2003-03-11, Ejerlejlighed ,15107,2,50,1940
5518,18," Rossinisvej 16, 2. tv, 2450 København SV",1045000,2003-03-11, Ejerlejlighed ,19717,2,53,1940
5519,19," Pindosvej 20, 2300 København S",1360000,2003-03-11, Villa ,14167,3,96,1933
5520,20," Steenstrups Alle 5, 4. tv, 1924 Frederiksberg C",217970,2003-03-11, Ejerlejlighed ,2271,4,96,1898
5521,21," Øresundsvej 60, 1. th, 2300 København S",1015000,2003-03-12, Ejerlejlighed ,15615,3,65,1914
5522,22," Lombardigade 5, 1. tv, 2300 København S",1535000,2003-03-12, Ejerlejlighed ,17247,4,89,1903
5523,23," Obdams Allé 36, 2300 København S",1890000,2003-03-14, Rækkehus ,14318,5,132,1903
5524,24," Beethovensvej 11, 2. tv, 2450 København SV",1199888,2003-03-14, Ejerlejlighed ,18460,3,65,1932
5525,25," Soldalen 29, 2100 København Ø",4000000,2003-03-14, Rækkehus ,19608,8,204,1931
5526,26," Kronprinsesse Sofies Vej 20, 1. 3, 2000 Frederiksberg",1100000,2003-03-15, Ejerlejlighed ,17460,2,63,1969
5527,27," Teglbrændervej 7, 1. tv, 2400 København NV",875000,2003-03-16, Ejerlejlighed ,18229,2,48,1935
5528,28," Hveensvej 8, 2. th, 2300 København S",1022660,2003-03-17, Ejerlejlighed ,16765,2,61,1934
5529,29," Hf. Elmebo 40, 2300 København S",600000,2003-03-17, Villa ,6593,3,91,1970
5530,30," Kastrupvej 2, 3. tv, 2300 København S",700000,2003-03-17, Ejerlejlighed ,8434,3,83,1906
5531,31," Fuglebakkevej 66A, 2000 Frederiksberg",3450000,2003-03-17, Rækkehus ,22258,6,155,2003
5532,32," Esbern Snares Gade 3, st. th, 1725 København V",1240000,2003-03-17, Ejerlejlighed ,17222,3,72,1902
5533,33," Bentzonsvej 34, 5. tv, 2000 Frederiksberg",1655000,2003-03-18, Ejerlejlighed ,22067,3,75,1900
5534,34," Aksel Møllers Have 22, 8. tv, 2000 Frederiksberg",1870000,2003-03-18, Ejerlejlighed ,23086,3,81,1946
5535,35," Falkoner Alle 90, 2. 6, 2000 Frederiksberg",1464750,2003-03-18, Ejerlejlighed ,16836,2,87,1970
5536,36," Sprogøvej 7, st. mf, 2000 Frederiksberg",1745000,2003-03-18, Ejerlejlighed ,20774,3,84,1982
